CalId;C¢digo NL;C¢digo RL;"N. RLs
Revisados";Texto do Requisito Legal;Soluá∆o;Hip¢tese de Incidància;"E / OU
(HIs)";Respons†vel pela Revis∆o;Respons†vel pela Alteraá∆o;Trecho da Carta de Atualizaá∆o;Data da Conclus∆o;Respons†vel pela Solicitaá∆o
4;20119;25815;;(RPAS 1) Ap¢s a inspeá∆o do Sistema de Aeronave Remotamente Pilotada (Remotely-Piloted Aircraft System ? RPAS) Classe 1 (aquela cujo peso m†ximo de decolagem da RPA Ç maior que 150 kg), s∆o efetuadas as anotaá‰es apropriadas nos registros de manutená∆o do RPAS, indicando que ele foi aprovado para retorno ao serviáo? (Nota Ius Natura: entre inspeá‰es obrigat¢rias, devem ser reparadas discrepÉncias que eventualmente apareáam, conforme previsto no RBAC 43.);Nada a alterar;Possuir / utilizar / contratar aeronaves n∆o tripuladas de uso civil (ex.: drones) ;;Amanda;Amanda;;2018;
4;20119;25816;;(RPAS 1) S∆o cumpridos os tempos para revis∆o geral, os intervalos de inspeá∆o e os procedimentos espec°ficos constantes do programa de manutená∆o recomendado pelo fabricante do Sistema de Aeronave Remotamente Pilotada (Remotely-Piloted Aircraft System ? RPAS) Classe 1 (aquela cujo peso m†ximo de decolagem da RPA Ç maior que 150 kg) para que ele seja operado?;Nada a alterar;Possuir / utilizar / contratar aeronaves n∆o tripuladas de uso civil (ex.: drones) ;;Amanda;Amanda;;2018;
4;20119;25817;;"Observa-se que somente Ç permitido operar um Sistema de Aeronave Remotamente Pilotada (Remotely-Piloted Aircraft System ? RPAS) que tenha sofrido manutená∆o, manutená∆o preventiva, reconstruá∆o ou alteraá‰es se: (1) ele tiver sido aprovado para retorno ao serviáo por uma pessoa autorizada e devidamente qualificada pela ANAC e conforme a Seá∆o 43.7 do RBAC 43; e (2) as anotaá‰es nos registros de manutená∆o requeridas pelas seá‰es 43.9 ou 43.11 do RBAC 43, como aplic†vel, tiverem sido feitas?";Nada a alterar;Possuir / utilizar / contratar aeronaves n∆o tripuladas de uso civil (ex.: drones) ;;Amanda;Amanda;;2018;
4;20119;25818;;(RPAS 1) S∆o atendidos os requisitos para equipamentos de testes e inspeá‰es em sistema de alt°metro e em equipamento autom†tico de informaá∆o de altitude (Modo C) do Sistema de Aeronave Remotamente Pilotada (Remotely-Piloted Aircraft System ? RPAS) Classe 1 (aquela cujo peso m†ximo de decolagem da RPA Ç maior que 150 kg) constantes do item E94.611?;Nada a alterar;Possuir / utilizar / contratar aeronaves n∆o tripuladas de uso civil (ex.: drones) ;;Amanda;Amanda;;2018;
4;20119;25819;;(RPAS 1) S∆o efetuados testes e inspeá‰es do transponder do Sistema de Aeronave Remotamente Pilotada (Remotely-Piloted Aircraft System ? RPAS) Classe 1 (aquela cujo peso m†ximo de decolagem da RPA Ç maior que 150 kg) conforme especificaá‰es do item E94.613?;Nada a alterar;Possuir / utilizar / contratar aeronaves n∆o tripuladas de uso civil (ex.: drones) ;;Amanda;Amanda;;2018;
4;20119;25820;;S∆o realizadas pesagem e balanceamento de Sistema de Aeronave Remotamente Pilotada (Remotely-Piloted Aircraft System ? RPAS) Classe 1 (aquela cujo peso m†ximo de decolagem da RPA Ç maior que 150 kg) conforme item E94.619?;Nada a alterar;Possuir / utilizar / contratar aeronaves n∆o tripuladas de uso civil (ex.: drones) ;;Amanda;Amanda;;2018;
4;20119;25821;;(RPAS 1) Os registros de manutená∆o do Sistema de Aeronave Remotamente Pilotada (Remotely-Piloted Aircraft System ? RPAS) Classe 1 (aquela cujo peso m†ximo de decolagem da RPA Ç maior que 150 kg) s∆o mantidos de acordo com o item E94.615?;Nada a alterar;Possuir / utilizar / contratar aeronaves n∆o tripuladas de uso civil (ex.: drones) ;;Amanda;Amanda;;2018;
4;20119;25822;;(RPAS 2) S∆o cumpridos os procedimentos espec°ficos constantes do programa de manutená∆o do Sistema de Aeronave Remotamente Pilotada (Remotely-Piloted Aircraft System ? RPAS) Classe 2 (aquele cujo peso m†ximo de decolagem da RPA Ç maior que 25 kg e menor ou igual a 150 kg) recomendado pelo fabricante?;Nada a alterar;Possuir / utilizar / contratar aeronaves n∆o tripuladas de uso civil (ex.: drones) ;;Amanda;Amanda;;2018;
4;20119;25823;;(RPAS 2) S∆o registradas, em cadernetas apropriadas, as aá‰es de manutená∆o do Sistema de Aeronave Remotamente Pilotada (Remotely-Piloted Aircraft System ? RPAS) Classe 2 (aquela cujo peso m†ximo de decolagem da RPA Ç maior que 25 kg e menor ou igual a 150 kg), conforme recomendado pelo fabricante?;Nada a alterar;Possuir / utilizar / contratar aeronaves n∆o tripuladas de uso civil (ex.: drones) ;;Amanda;Amanda;;2018;
4;20119;25824;;(RPAS 2) A manutená∆o, manutená∆o preventiva, reparos ou alteraá‰es e aprovaá‰es para o retorno ao serviáo do Sistema de Aeronave Remotamente Pilotada (Remotely-Piloted Aircraft System ? RPAS) Classe 2 (aquela cujo peso m†ximo de decolagem da RPA Ç maior que 25 kg e menor ou igual a 150 kg) s∆o realizados pelo fabricante ou por organizaá∆o de manutená∆o credenciada pelo fabricante ou por pessoa qualificada e treinada pelo fabricante ou instituiá∆o credenciada pelo fabricante?;Nada a alterar;Possuir / utilizar / contratar aeronaves n∆o tripuladas de uso civil (ex.: drones) ;;Amanda;Amanda;;2018;
4;20119;25827;;(RPAS 3) S∆o atendidas as condiá‰es de aeronavegabilidade continuada do Sistema de Aeronave Remotamente Pilotada (Remotely-Piloted Aircraft System ? RPAS) Classe 3 (aquela cujo peso m†ximo de decolagem da RPA Ç menor ou igual a 25 kg) para Operaá∆o AlÇm da Linha de Visada Visual (Beyond Visual Line of Sight ? BVLOS operation) indicadas no item E94.623?;Nada a alterar;Possuir / utilizar / contratar aeronaves n∆o tripuladas de uso civil (ex.: drones) ;;Amanda;Amanda;;2018;
4;20298;26396;;As aberturas utilizadas como sa°das de emergància permanecem travadas abertas e desobstru°das durante o hor†rio de funcionamento?;Nada a alterar;Projetar e/ou instalar sistema ou rede de prevená∆o e combate a incàndio em edificaá‰es, instalaá‰es e eventos tempor†rios ou provis¢rios ;;Amanda;Amanda;;2018;
4;20298;26397;;ê atendida a proibiá∆o de trancar a fechadura para a seguranáa patrimonial dentro do hor†rio de funcionamento da edificaá∆o, com pessoas em seu interior?;Nada a alterar;Projetar e/ou instalar sistema ou rede de prevená∆o e combate a incàndio em edificaá‰es, instalaá‰es e eventos tempor†rios ou provis¢rios ;;Amanda;Amanda;;2018;
4;20298;26398;;As portas de seguranáa patrimonial s∆o mantidas totalmente abertas e travadas nessa posiá∆o durante todo o hor†rio de funcionamento do evento tempor†rio?;Nada a alterar;Projetar e/ou instalar sistema ou rede de prevená∆o e combate a incàndio em edificaá‰es, instalaá‰es e eventos tempor†rios ou provis¢rios ;;Amanda;Amanda;;2018;
4;20298;26399;;A iluminaá∆o de emergància de balizamento Ç mantida permanentemente acessa durante o hor†rio de funcionamento da edificaá∆o ou estrutura?;Nada a alterar;Projetar e/ou instalar sistema ou rede de prevená∆o e combate a incàndio em edificaá‰es, instalaá‰es e eventos tempor†rios ou provis¢rios ;;Amanda;Amanda;;2018;
4;20298;26400;;S∆o atendidas as obrigaá‰es previstas nos itens 5.1.7.1 ao 5.1.7.3, relacionados Ö presenáa e ao treinamento de pessoal e bombeiros civis?;Nada a alterar;Projetar e/ou instalar sistema ou rede de prevená∆o e combate a incàndio em edificaá‰es, instalaá‰es e eventos tempor†rios ou provis¢rios ;;Amanda;Amanda;;2018;
4;20298;26401;;ê atendida a proibiá∆o de estocar recipientes de GLP cheios, parcialmente utilizados ou vazios fora de sua †rea de armazenamento?;Nada a alterar;Projetar e/ou instalar sistema ou rede de prevená∆o e combate a incàndio em edificaá‰es, instalaá‰es e eventos tempor†rios ou provis¢rios ;;Amanda;Amanda;;2018;
4;20298;26402;;O armazenamento de recipientes de GLP para reserva Ç realizado de acordo com a ABNT NBR 15514?;Nada a alterar;"Projetar e/ou instalar sistema ou rede de prevená∆o e combate a incàndio em edificaá‰es, instalaá‰es e eventos tempor†rios ou provis¢rios 

Armazenar g†s liquefeito de petr¢leo (GLP) ";E;Amanda;Amanda;;2018;
4;20297;26403;;O APPCI permanece afixado em local vis°vel ao p£blico durante a realizaá∆o do espet†culo pirotÇcnico? (Nota Ius Natura: o APPCI Ç v†lido somente para a data do espet†culo pirotÇcnico e n∆o poder† ser renovado.);Nada a alterar;Projetar e/ou instalar sistema ou rede de prevená∆o e combate a incàndio em edificaá‰es, instalaá‰es e eventos tempor†rios ou provis¢rios ;;Amanda;Amanda;;2018;
4;20298;26405;;ê atendida a proibiá∆o de utilizar recipientes sem v†lvula de seguranáa?;Nada a alterar;"Projetar e/ou instalar sistema ou rede de prevená∆o e combate a incàndio em edificaá‰es, instalaá‰es e eventos tempor†rios ou provis¢rios 

Consumir g†s liquefeito de petr¢leo (GLP) ";E;Amanda;Amanda;;2018;
4;20298;26406;;O APPCI permanece afixado em local vis°vel ao p£blico durante todo o per°odo de utilizaá∆o da construá∆o tempor†ria?;Nada a alterar;Projetar e/ou instalar sistema ou rede de prevená∆o e combate a incàndio em edificaá‰es, instalaá‰es e eventos tempor†rios ou provis¢rios ;;Amanda;Amanda;;2018;
4;20297;26407;;S∆o atendidas as obrigaá‰es previstas nos itens 5.2.4.1 ao 5.2.4.2, relacionados Ö presenáa e ao treinamento do pessoal?;Nada a alterar;Utilizar fogos de artif°cio e/ou realizar espet†culos pirotÇcnicos;;Amanda;Amanda;;2018;
4;20302;26410;;A sinalizaá∆o descrita no Anexo B Ç pintada com tinta espec°fica para pisos para identificar a proibiá∆o de estacionamento em frente a cada hidrante urbano?;Nada a alterar;Projetar e/ou instalar hidrante urbano em sistema ou rede de prevená∆o e combate a incàndio ;;Amanda;Amanda;;2018;
4;20464;26550;;S∆o cumpridos os requisitos de seguranáa para m†quinas de panificaá∆o, mercearia e aáougue, novas, usadas e importadas indicados nos itens II (Disposiá‰es Gerais) e III (Disposiá‰es Espec°ficas)?;Nada a alterar;Utilizar m†quinas de panificaá∆o, mercearia e aáougue (amassadeiras, batedeiras, cilindros, modeladoras, laminadoras, fatiadoras para p∆o sandu°che, moinho para farinha de rosca, serra fita, fatiador de bife, amaciador de bife, moedor de carne, fatiador de frios e ralador de frios) ;;Amanda;Amanda;;2018;
4;21829;32321;;A carga proveniente de esgotamento sanit†rio Ç transportada acompanhada por Manifesto de Transporte de Res°duos (MTR)?;"HI substitu°da por ""Realizar e/ou contratar o serviáo de limpeza de fossa sÇptica"" + ""Utilizar banheiros qu°micos"" + ""Possuir / utilizar caixas de gordura""";Destinar efluentes l°quidos mediante utilizaá∆o de ve°culo limpa fossa;;Amanda;Amanda;;2018;
4;21829;32325;;Os res°duos provenientes do esgotamento sanit†rio s∆o encaminhados para tratamento em unidades de tratamento de efluentes orgÉnicos licenciados pelo ¢rg∆o ambiental competente?;"HI substitu°da por ""Realizar e/ou contratar o serviáo de limpeza de fossa sÇptica"" + ""Utilizar banheiros qu°micos"" + ""Possuir / utilizar caixas de gordura""";Destinar efluentes l°quidos mediante utilizaá∆o de ve°culo limpa fossa;;Amanda;Amanda;;2018;
4;21829;32327;;A coleta e o transporte dos res°duos provenientes de esgotamento sanit†rio s∆o realizados por ve°culos licenciados pela FEPAM para a atividade de Coleta e Transporte de Res°duos de Esgotamento Sanit†rio?;"Adicionadas as HIs ""Utilizar banheiros qu°micos"" + ""Possuir / utilizar caixas de gordura""";Realizar e/ou contratar o serviáo de limpeza de fossa sÇptica;;Amanda;Amanda;;2018;
;16508;9820;;(EQUIPAMENTOS E FERRAMENTAS) O setor ou local destinado a afiaá∆o de facas possui espaáo f°sico e mobili†rio adequado e seguro?;"Adicionada a HI ""Realizar atividades de abate e processamento de carnes e derivados""";Exercer atividades nas dependàncias dos Portos de Vit¢ria e Capuaba - ES;;Amanda;Amanda;"Item relativo Ö Norma Regulamentadora nß 36 (NR 36), de 18 de abril de 2013, que estabelece os requisitos m°nimos para a avaliaá∆o, controle e monitoramento dos riscos existentes nas atividades desenvolvidas na ind£stria de abate e processamento de carnes e derivados destinados ao consumo humano.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";fev/19;
;16508;9809;;(EQUIPAMENTOS E FERRAMENTAS) S∆o atendidas pelos empregadores as obrigaá‰es estabelecidas no item 36.8.10?;"Adicionada a HI ""Realizar atividades de abate e processamento de carnes e derivados""";Exercer atividades nas dependàncias dos Portos de Vit¢ria e Capuaba - ES;;Amanda;Amanda;"Item relativo Ö Norma Regulamentadora nß 36 (NR 36), de 18 de abril de 2013, que estabelece os requisitos m°nimos para a avaliaá∆o, controle e monitoramento dos riscos existentes nas atividades desenvolvidas na ind£stria de abate e processamento de carnes e derivados destinados ao consumo humano.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";fev/19;
;16508;9810;;(EQUIPAMENTOS E FERRAMENTAS) S∆o consideradas as sugest‰es dos trabalhadores na escolha das ferramentas e dos equipamentos manuais?;"Adicionada a HI ""Realizar atividades de abate e processamento de carnes e derivados""";Exercer atividades nas dependàncias dos Portos de Vit¢ria e Capuaba - ES;;Amanda;Amanda;"Item relativo Ö Norma Regulamentadora nß 36 (NR 36), de 18 de abril de 2013, que estabelece os requisitos m°nimos para a avaliaá∆o, controle e monitoramento dos riscos existentes nas atividades desenvolvidas na ind£stria de abate e processamento de carnes e derivados destinados ao consumo humano.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";fev/19;
;16508;9777;;Observa-se que a participaá∆o em quaisquer modalidades de atividade f°sica, quando ofertada pela empresa, pode ser realizada apenas em um dos intervalos destinado a pausas, n∆o sendo obrigat¢ria a participaá∆o do trabalhador, e a sua recusa em pratic†-la n∆o Ç pass°vel de puniá∆o?;"Adicionada a HI ""Realizar atividades de abate e processamento de carnes e derivados""";Realizar gin†stica laboral e/ou atividades f°sicas afins;;Amanda;Amanda;"Item relativo Ö Norma Regulamentadora nß 36 (NR 36), de 18 de abril de 2013, que estabelece os requisitos m°nimos para a avaliaá∆o, controle e monitoramento dos riscos existentes nas atividades desenvolvidas na ind£stria de abate e processamento de carnes e derivados destinados ao consumo humano.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";fev/19;
;15881;6025;;Os estabelecimentos comerciais respons†veis pela comercializaá∆o de motosserras e os adquirentes possuem registro v†lido no IBAMA? (Nota Ius Natura: a licenáa para o porte e uso de motosserras deve ser renovada a cada 2 anos.);"Avaliaá∆o de contexto alterada para ""OU""";"Comercializar motosserras
Possuir motosserras
Utilizar motosserras";E;Amanda;Amanda;"Item relativo Ö Lei Federal 12.651, de 25 de maio de 2012, que institui o C¢digo Florestal e regulamenta as †reas de Preservaá∆o Permanente (APP) e as †reas de Reserva Legal, define regras gerais sobre a exploraá∆o florestal, o suprimento de matÇria-prima florestal, o controle da origem dos produtos florestais e o controle e a prevená∆o dos incàndios florestais.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";fev/19;
;16508;9820;;(EQUIPAMENTOS E FERRAMENTAS) O setor ou local destinado a afiaá∆o de facas possui espaáo f°sico e mobili†rio adequado e seguro?;"Retirada a HI ""Exercer atividades nas dependàncias dos Portos de Vit¢ria e Capuaba - ES""";"Exercer atividades nas dependàncias dos Portos de Vit¢ria e Capuaba - ES
Realizar atividades de abate e processamento de carnes e derivados";E;Amanda;Amanda;"Item relativo Ö Norma Regulamentadora nß 36 (NR 36), de 18 de abril de 2013, que estabelece os requisitos m°nimos para a avaliaá∆o, controle e monitoramento dos riscos existentes nas atividades desenvolvidas na ind£stria de abate e processamento de carnes e derivados destinados ao consumo humano.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;16508;9809;;(EQUIPAMENTOS E FERRAMENTAS) S∆o atendidas pelos empregadores as obrigaá‰es estabelecidas no item 36.8.10?;"Retirada a HI ""Exercer atividades nas dependàncias dos Portos de Vit¢ria e Capuaba - ES""";"Exercer atividades nas dependàncias dos Portos de Vit¢ria e Capuaba - ES
Realizar atividades de abate e processamento de carnes e derivados";E;Amanda;Amanda;"Item relativo Ö Norma Regulamentadora nß 36 (NR 36), de 18 de abril de 2013, que estabelece os requisitos m°nimos para a avaliaá∆o, controle e monitoramento dos riscos existentes nas atividades desenvolvidas na ind£stria de abate e processamento de carnes e derivados destinados ao consumo humano.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;16508;9810;;(EQUIPAMENTOS E FERRAMENTAS) S∆o consideradas as sugest‰es dos trabalhadores na escolha das ferramentas e dos equipamentos manuais?;"Retirada a HI ""Exercer atividades nas dependàncias dos Portos de Vit¢ria e Capuaba - ES""";"Exercer atividades nas dependàncias dos Portos de Vit¢ria e Capuaba - ES
Realizar atividades de abate e processamento de carnes e derivados";E;Amanda;Amanda;"Item relativo Ö Norma Regulamentadora nß 36 (NR 36), de 18 de abril de 2013, que estabelece os requisitos m°nimos para a avaliaá∆o, controle e monitoramento dos riscos existentes nas atividades desenvolvidas na ind£stria de abate e processamento de carnes e derivados destinados ao consumo humano.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;15718;12110;;(µGUA POTABILIDADE - Anexo XX - FORNECIMENTO POR VE÷CULO TRANSPORTADOR) Os tanques, v†lvulas e equipamentos dos ve°culos transportadores s∆o apropriados e de uso exclusivo para o armazenamento e transporte de †gua pot†vel?;"Alterada a HI para ""Realizar e/ou contratar transporte de †gua pot†vel para o consumo humano por meio de caminh∆o pipa ou similar""";Realizar e/ou contratar o transporte de †gua pot†vel para o consumo humano;;Amanda;Amanda;"Item relativo Ö Portaria MS 05, de 28 de setembro de 2017, que dentre diversos outros temas, estabelece procedimentos de controle e de vigilÉncia da qualidade da †gua para consumo humano e seu padr∆o de potabilidade.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;15718;12109;;(µGUA POTABILIDADE - Anexo XX - FORNECIMENTO POR VE÷CULO TRANSPORTADOR) ê mantido registro com dados atualizados sobre o fornecedor e a fonte de †gua?;"Alterada a HI para ""Realizar e/ou contratar transporte de †gua pot†vel para o consumo humano por meio de caminh∆o pipa ou similar""";Realizar e/ou contratar o transporte de †gua pot†vel para o consumo humano;;Amanda;Amanda;"Item relativo Ö Portaria MS 05, de 28 de setembro de 2017, que dentre diversos outros temas, estabelece procedimentos de controle e de vigilÉncia da qualidade da †gua para consumo humano e seu padr∆o de potabilidade.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;15718;12120;;(µGUA POTABILIDADE - Anexo XX - FORNECIMENTO POR VE÷CULO TRANSPORTADOR) ê mantido registro atualizado das an†lises de controle da qualidade da †gua?;"Alterada a HI para ""Realizar e/ou contratar transporte de †gua pot†vel para o consumo humano por meio de caminh∆o pipa ou similar""";Realizar e/ou contratar o transporte de †gua pot†vel para o consumo humano;;Amanda;Amanda;"Item relativo Ö Portaria MS 05, de 28 de setembro de 2017, que dentre diversos outros temas, estabelece procedimentos de controle e de vigilÉncia da qualidade da †gua para consumo humano e seu padr∆o de potabilidade.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;15718;12123;;(µGUA POTABILIDADE - Anexo XX - FORNECIMENTO POR VE÷CULO TRANSPORTADOR) A †gua fornecida contÇm um teor m°nimo de cloro residual livre de 0,5 mg/L?;"Alterada a HI para ""Realizar e/ou contratar transporte de †gua pot†vel para o consumo humano por meio de caminh∆o pipa ou similar""";Realizar e/ou contratar o transporte de †gua pot†vel para o consumo humano;;Amanda;Amanda;"Item relativo Ö Portaria MS 05, de 28 de setembro de 2017, que dentre diversos outros temas, estabelece procedimentos de controle e de vigilÉncia da qualidade da †gua para consumo humano e seu padr∆o de potabilidade.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;15718;12115;;"(µGUA POTABILIDADE - Anexo XX - FORNECIMENTO POR VE÷CULO TRANSPORTADOR) O ve°culo utilizado para fornecimento de †gua contÇm, de forma vis°vel, a inscriá∆o ""µGUA POTµVEL"" e os dados de endereáo e telefone para contato?";"Alterada a HI para ""Realizar e/ou contratar transporte de †gua pot†vel para o consumo humano por meio de caminh∆o pipa ou similar""";Realizar e/ou contratar o transporte de †gua pot†vel para o consumo humano;;Amanda;Amanda;"Item relativo Ö Portaria MS 05, de 28 de setembro de 2017, que dentre diversos outros temas, estabelece procedimentos de controle e de vigilÉncia da qualidade da †gua para consumo humano e seu padr∆o de potabilidade.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;23643;1025;;"Os ve°culos possuem Certificado de Registro e Licenciamento? (Nota Ius Natura 1:, os aparelhos automotores destinados a puxar ou a arrastar maquinaria de qualquer natureza ou a executar trabalhos de construá∆o ou de pavimentaá∆o ficam sujeitos ao registro na repartiá∆o competente, se transitarem em via p£blica, dispensados o licenciamento e o emplacamento; os tratores e demais aparelhos automotores destinados a puxar ou a arrastar maquinaria agr°cola ou a executar trabalhos agr°colas, desde que facultados a transitar em via p£blica, ficam sujeitos ao registro £nico, sem ìnus, em cadastro espec°fico do MinistÇrio da Agricultura, Pecu†ria e Abastecimento, acess°vel aos componentes do Sistema Nacional de TrÉnsito. Nota Ius Natura 2: esses registros somente ser∆o exig°veis para os aparelhos ou m†quinas produzidos a partir de 01.01.2016.)";"Contexto alterado para:
Utilizar ve°culos concebidos para aplicaá‰es agr°colas, tratores, m†quinas de terraplanagem e pavimentaá∆o
OU
Utilizar ve°culo trator, reboque ou semi-reboque
OU
Utilizar trator de esteira ou similar";Exercer atividade no pa°s;;Amanda;Amanda;"Item relativo Ö Resoluá∆o CONTRAN 587, de 23 de abril de 2016, que estabelece critÇrios para o registro de tratores destinados a puxar ou arrastar maquinaria de qualquer natureza ou a executar trabalhos agr°colas e de construá∆o, de pavimentaá∆o ou guindastes (m†quinas de elevaá∆o).

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;23518;1025;;"Os ve°culos possuem Certificado de Registro e Licenciamento? (Nota Ius Natura 1:, os aparelhos automotores destinados a puxar ou a arrastar maquinaria de qualquer natureza ou a executar trabalhos de construá∆o ou de pavimentaá∆o ficam sujeitos ao registro na repartiá∆o competente, se transitarem em via p£blica, dispensados o licenciamento e o emplacamento; os tratores e demais aparelhos automotores destinados a puxar ou a arrastar maquinaria agr°cola ou a executar trabalhos agr°colas, desde que facultados a transitar em via p£blica, ficam sujeitos ao registro £nico, sem ìnus, em cadastro espec°fico do MinistÇrio da Agricultura, Pecu†ria e Abastecimento, acess°vel aos componentes do Sistema Nacional de TrÉnsito. Nota Ius Natura 2: esses registros somente ser∆o exig°veis para os aparelhos ou m†quinas produzidos a partir de 01.01.2016.)";"Criada HI ""Utilizar ciclomotores e/ou ciclo-elÇtricos""";Exercer atividade no pa°s;;Amanda;Amanda;"Item relativo Ö Resoluá∆o CONTRAN 555, de 17 de setembro de 2015, que disp‰e sobre o registro e licenciamento de ciclomotores e ciclo-elÇtricos no Registro Nacional de Ve°culos Automotores - RENAVAM.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;11839;15629;;Os MecÉnicos de vìo e os Comiss†rios de vìo possuem licenáas e certificados de habilitaá∆o tÇcnica emitidos de acordo com as disposiá‰es da norma?;"Contexto alterado para:
Realizar manutená∆o aeron†utica
OU
Realizar transporte aÇreo";Transportar e/ou contratar transporte aÇreo;;Amanda;Amanda;"Item relativo Ö Portaria DAC 130, de 13 de fevereiro de 2006, que aprova o Regulamento Brasileiro de Homologaá∆o Aeron†utica 63 (RBHA 63) - Requisitos para Concess∆o de Licenáas de MecÉnico de Vìo e de Comiss†rio de Vìo.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;11839;15632;;Os documentos est∆o dispon°veis para apresentaá∆o quando de inspeá∆o de autoridade aeron†utica?;"Contexto alterado para:
Realizar manutená∆o aeron†utica
OU
Realizar transporte aÇreo";Transportar e/ou contratar transporte aÇreo;;Amanda;Amanda;"Item relativo Ö Portaria DAC 130, de 13 de fevereiro de 2006, que aprova o Regulamento Brasileiro de Homologaá∆o Aeron†utica 63 (RBHA 63) - Requisitos para Concess∆o de Licenáas de MecÉnico de Vìo e de Comiss†rio de Vìo.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;18765;21047;;S∆o observados os Avisos aos aeronavegantes (NOTAM) pertinentes Ö †rea de jurisdiá∆o em que s∆o realizadas operaá‰es de voo?;"Alterada a HI para ""Realizar transporte aÇreo""";Transportar e/ou contratar transporte aÇreo;;Amanda;Amanda;"Item relativo Ö Portaria DECEA 87, de 29 de agosto de 2014, que aprova a Instruá∆o do Comando da Aeron†utica (ICA) 53-1 ""NOTAM"" - Aviso aos aeronavegantes.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;11292;16150;;Os comerciantes de armas de fogo comunicam mensalmente Ö Pol°cia Federal as vendas efetuadas e a quantidade de armas em estoque?;"Criada HI ""Comercializar armas de fogo""";Adquirir, utilizar, armazenar, comercializar, importar, exportar, transportar, manter, reparar, recuperar, manusear e/ou contratar serviáos que envolvam a utilizaá∆o de produtos qu°micos, armas, muniá‰es e outros produtos controlados pela Pol°cia Federal;;Amanda;Amanda;"Item relativo ao Decreto Federal 5.123, de 01 de julho de 2004, que regulamenta a Lei 10.826/03, que disp‰e sobre registro, posse e comercializaá∆o de armas de fogo e muniá∆o e sobre o Sistema Nacional de Armas - SINARM.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;11292;16143;;As empresas de seguranáa privada e de transporte de valores encaminham trimestralmente Ö Pol°cia Federal a relaá∆o nominal dos empregados autorizados a portar armas de fogo?;"Alterada a HI para ""Possuir serviáo orgÉnico de seguranáa ou contratar serviáos de vigilÉncia patrimonial armada ou desarmada""";Adquirir, utilizar, armazenar, comercializar, importar, exportar, transportar, manter, reparar, recuperar, manusear e/ou contratar serviáos que envolvam a utilizaá∆o de produtos qu°micos, armas, muniá‰es e outros produtos controlados pela Pol°cia Federal;;Amanda;Amanda;"Item relativo ao Decreto Federal 5.123, de 01 de julho de 2004, que regulamenta a Lei 10.826/03, que disp‰e sobre registro, posse e comercializaá∆o de armas de fogo e muniá∆o e sobre o Sistema Nacional de Armas - SINARM.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
;11292;16146;;O extravio, furto, roubo e/ou a recuperaá∆o da arma e/ou do Certificado de Registro s∆o comunicados imediatamente Ö Unidade Policial?;Nada a alterar;Adquirir, utilizar, armazenar, comercializar, importar, exportar, transportar, manter, reparar, recuperar, manusear e/ou contratar serviáos que envolvam a utilizaá∆o de produtos qu°micos, armas, muniá‰es e outros produtos controlados pela Pol°cia Federal;;Amanda;Amanda;;abr/19;
;11292;16148;;ê solicitada a guia de trÉnsito Ö Pol°cia Federal no caso de transporte das armas de fogo?;"Criada HI ""Transportar armas de fogo""";Adquirir, utilizar, armazenar, comercializar, importar, exportar, transportar, manter, reparar, recuperar, manusear e/ou contratar serviáos que envolvam a utilizaá∆o de produtos qu°micos, armas, muniá‰es e outros produtos controlados pela Pol°cia Federal;;Amanda;Amanda;"Item relativo ao Decreto Federal 5.123, de 01 de julho de 2004, que regulamenta a Lei 10.826/03, que disp‰e sobre registro, posse e comercializaá∆o de armas de fogo e muniá∆o e sobre o Sistema Nacional de Armas - SINARM.

Ap¢s reavaliaá∆o da norma, foi efetuado o abaixo indicado.";abr/19;
